VertexID	Color
110	1
14	1
1	1
2	1
5	1
6	1
9	1
10	1
37	1
38	1
39	1
40	1
41	1
42	1
43	1
44	1
45	1
46	1
47	1
48	1
49	1
50	1
51	1
52	1
53	1
54	1
73	1
74	1
75	1
76	1
77	1
78	1
79	1
80	1
81	1
82	1
83	1
84	1
85	1
86	1
87	1
88	1
89	1
90	1
109	2
31	2
13	2
3	2
4	2
7	2
8	2
21	2
22	2
25	2
26	2
55	2
56	2
57	2
58	2
59	2
60	2
61	2
62	2
63	2
64	2
65	2
66	2
67	2
68	2
69	2
70	2
71	2
72	2
111	3
16	3
34	3
11	3
12	3
19	3
20	3
23	3
24	3
29	3
30	3
91	3
92	3
93	3
94	3
95	3
96	3
97	3
98	3
99	3
100	3
101	3
102	3
103	3
104	3
105	3
106	3
107	3
108	3
112	4
18	4
36	4
27	4
28	4
113	5
33	5
15	5
114	6
35	6
17	6
32	7
