VertexID	Color
66	1
98	1
37	1
1	1
36	1
50	1
2	1
3	1
5	1
7	1
8	1
9	1
11	1
12	1
13	1
15	1
16	1
17	1
20	1
23	1
26	1
32	1
33	1
35	1
38	1
39	1
42	1
43	1
47	1
48	1
56	1
57	1
60	1
61	1
67	1
70	1
71	1
93	1
102	1
105	1
107	1
113	1
114	1
117	2
121	2
109	2
10	2
25	2
87	2
84	2
4	2
19	2
21	2
24	2
29	2
34	2
40	2
41	2
49	2
51	2
52	2
58	2
63	2
64	2
65	2
74	2
75	2
78	2
82	2
88	2
90	2
94	2
95	2
100	2
103	2
106	2
115	2
118	2
119	2
6	3
18	3
45	3
108	3
86	3
14	3
27	3
28	3
31	3
59	3
68	3
72	3
73	3
76	3
77	3
81	3
83	3
91	3
92	3
96	3
97	3
99	3
104	3
116	3
122	3
124	3
85	4
30	4
55	4
120	4
89	4
44	4
46	4
62	4
69	4
79	4
101	4
110	4
111	4
123	4
22	5
53	5
80	5
125	5
112	5
