<<<<<<< HEAD
VertexID	Color
348	1
291	1
209	1
383	1
102	1
184	1
116	1
194	1
346	1
95	1
368	1
392	1
202	1
137	1
188	1
147	1
290	1
14	1
21	1
157	1
365	1
217	1
306	1
330	1
444	1
397	1
32	1
29	1
48	1
50	1
51	1
60	1
92	1
101	1
103	1
108	1
186	1
246	1
292	1
327	1
347	1
391	1
407	1
409	1
207	2
223	2
231	2
130	2
40	2
150	2
160	2
57	2
331	2
180	2
203	2
235	2
304	2
375	2
118	2
46	2
237	2
141	2
39	2
280	2
75	2
200	2
182	2
165	2
435	2
270	2
132	2
426	2
267	2
9	2
59	2
236	2
382	2
384	2
390	2
447	2
362	3
249	3
129	3
142	3
134	3
38	3
149	3
388	3
171	3
446	3
64	3
72	3
309	3
360	3
55	3
436	3
373	3
232	3
87	3
312	3
70	3
345	3
17	3
199	3
371	3
238	3
221	3
441	3
91	3
159	3
177	3
213	3
353	3
401	3
415	4
94	4
61	4
220	4
256	4
154	4
80	4
195	4
275	4
224	4
354	4
254	4
127	4
255	4
62	4
380	4
10	4
374	4
378	4
239	4
288	4
301	4
167	4
7	4
215	4
5	4
143	4
227	4
440	4
67	5
126	5
433	5
230	5
73	5
448	5
225	5
3	5
418	5
8	5
88	5
158	5
322	5
58	5
185	5
189	5
181	5
78	5
208	5
276	5
84	5
416	5
183	5
328	5
334	5
146	5
438	5
403	5
439	5
434	6
24	6
27	6
423	6
295	6
128	6
363	6
197	6
187	6
425	6
106	6
315	6
114	6
372	6
139	6
112	6
260	6
45	6
204	6
121	6
196	6
74	6
145	6
89	6
243	6
319	6
323	6
269	6
28	6
398	7
308	7
310	7
430	7
286	7
93	7
404	7
351	7
358	7
218	7
109	7
336	7
18	7
428	7
285	7
431	7
366	7
385	7
277	7
248	7
293	7
77	7
402	7
68	7
251	7
357	7
172	7
350	8
52	8
271	8
321	8
234	8
268	8
273	8
13	8
420	8
245	8
155	8
242	8
42	8
394	8
119	8
104	8
266	8
367	8
25	8
283	8
379	8
164	8
278	8
400	8
110	8
123	8
364	8
115	8
34	9
281	9
214	9
410	9
422	9
90	9
174	9
259	9
148	9
405	9
44	9
226	9
12	9
151	9
265	9
97	9
406	9
30	9
320	9
138	9
258	9
305	9
176	9
313	9
131	9
37	9
429	9
311	9
241	10
85	10
15	10
192	10
342	10
356	10
325	10
20	10
107	10
421	10
136	10
47	10
191	10
341	10
261	10
71	10
152	10
1	10
296	10
193	10
211	10
396	10
135	10
4	10
173	10
205	10
307	10
361	10
65	11
412	11
26	11
279	11
387	11
294	11
424	11
170	11
111	11
120	11
300	11
344	11
349	11
79	11
168	11
432	11
35	11
169	11
332	11
206	11
417	11
96	11
63	11
343	11
287	11
399	11
314	12
33	12
297	12
31	12
381	12
355	12
6	12
337	12
11	12
333	12
376	12
272	12
262	12
326	12
264	12
36	12
178	12
113	12
252	12
162	12
23	12
210	12
411	12
299	12
125	12
76	12
53	12
393	12
386	13
56	13
317	13
22	13
66	13
303	13
324	13
289	13
370	13
408	13
86	13
247	13
144	13
198	13
161	13
81	13
99	13
282	13
49	13
250	13
216	13
369	13
153	13
414	13
298	13
233	13
156	13
329	13
16	13
43	14
163	14
338	14
69	14
179	14
284	14
389	14
442	14
335	14
257	14
445	14
274	14
190	14
437	14
2	14
212	14
263	14
105	14
117	14
133	14
54	14
253	14
339	14
419	14
219	14
122	14
228	14
450	14
140	15
318	15
395	15
19	15
83	15
302	15
82	15
443	15
166	15
449	15
377	15
201	15
229	15
316	15
413	15
41	15
100	15
124	15
352	15
427	15
98	15
222	15
359	15
175	15
244	15
340	15
240	15
=======
VertexID	Color
348	1
291	1
209	1
383	1
102	1
184	1
116	1
194	1
346	1
95	1
368	1
392	1
202	1
137	1
188	1
147	1
290	1
14	1
21	1
157	1
365	1
217	1
306	1
330	1
444	1
397	1
32	1
29	1
48	1
50	1
51	1
60	1
92	1
101	1
103	1
108	1
186	1
246	1
292	1
327	1
347	1
391	1
407	1
409	1
207	2
223	2
231	2
130	2
40	2
150	2
160	2
57	2
331	2
180	2
203	2
235	2
304	2
375	2
118	2
46	2
237	2
141	2
39	2
280	2
75	2
200	2
182	2
165	2
435	2
270	2
132	2
426	2
267	2
9	2
59	2
236	2
382	2
384	2
390	2
447	2
362	3
249	3
129	3
142	3
134	3
38	3
149	3
388	3
171	3
446	3
64	3
72	3
309	3
360	3
55	3
436	3
373	3
232	3
87	3
312	3
70	3
345	3
17	3
199	3
371	3
238	3
221	3
441	3
91	3
159	3
177	3
213	3
353	3
401	3
415	4
94	4
61	4
220	4
256	4
154	4
80	4
195	4
275	4
224	4
354	4
254	4
127	4
255	4
62	4
380	4
10	4
374	4
378	4
239	4
288	4
301	4
167	4
7	4
215	4
5	4
143	4
227	4
440	4
67	5
126	5
433	5
230	5
73	5
448	5
225	5
3	5
418	5
8	5
88	5
158	5
322	5
58	5
185	5
189	5
181	5
78	5
208	5
276	5
84	5
416	5
183	5
328	5
334	5
146	5
438	5
403	5
439	5
434	6
24	6
27	6
423	6
295	6
128	6
363	6
197	6
187	6
425	6
106	6
315	6
114	6
372	6
139	6
112	6
260	6
45	6
204	6
121	6
196	6
74	6
145	6
89	6
243	6
319	6
323	6
269	6
28	6
398	7
308	7
310	7
430	7
286	7
93	7
404	7
351	7
358	7
218	7
109	7
336	7
18	7
428	7
285	7
431	7
366	7
385	7
277	7
248	7
293	7
77	7
402	7
68	7
251	7
357	7
172	7
350	8
52	8
271	8
321	8
234	8
268	8
273	8
13	8
420	8
245	8
155	8
242	8
42	8
394	8
119	8
104	8
266	8
367	8
