VertexID	Color
341	1
251	1
389	1
86	1
46	1
431	1
446	1
191	1
101	1
311	1
401	1
116	1
266	1
11	1
296	1
221	1
206	1
281	1
356	1
176	1
371	1
326	1
161	1
236	1
26	1
71	1
56	1
416	1
386	1
41	1
131	1
146	1
385	2
219	2
114	2
174	2
414	2
189	2
279	2
84	2
339	2
99	2
324	2
444	2
24	2
129	2
309	2
399	2
159	2
384	2
9	2
429	2
369	2
204	2
234	2
354	2
54	2
249	2
264	2
144	2
69	2
294	2
39	2
55	3
167	3
100	3
205	3
280	3
115	3
250	3
175	3
25	3
325	3
70	3
85	3
370	3
10	3
145	3
295	3
235	3
400	3
40	3
355	3
220	3
190	3
265	3
340	3
160	3
415	3
445	3
430	3
310	3
130	3
214	4
319	4
289	4
364	4
379	4
409	4
34	4
439	4
4	4
304	4
229	4
199	4
124	4
139	4
244	4
424	4
184	4
49	4
169	4
334	4
64	4
349	4
79	4
19	4
94	4
394	4
109	4
274	4
154	4
259	4
381	5
201	5
336	5
21	5
171	5
306	5
366	5
126	5
36	5
111	5
186	5
396	5
441	5
321	5
216	5
276	5
6	5
96	5
261	5
156	5
81	5
141	5
351	5
291	5
66	5
426	5
411	5
51	5
231	5
246	5
313	6
388	6
58	6
403	6
178	6
13	6
253	6
328	6
238	6
103	6
433	6
358	6
418	6
268	6
373	6
28	6
73	6
148	6
208	6
43	6
133	6
163	6
343	6
88	6
193	6
448	6
118	6
223	6
283	6
298	6
286	7
376	7
91	7
76	7
166	7
406	7
181	7
31	7
271	7
346	7
61	7
301	7
1	7
121	7
106	7
256	7
331	7
151	7
361	7
211	7
436	7
391	7
421	7
196	7
16	7
226	7
316	7
241	7
136	7
352	8
97	8
112	8
217	8
82	8
412	8
442	8
37	8
7	8
187	8
22	8
307	8
172	8
367	8
427	8
67	8
382	8
262	8
247	8
337	8
322	8
202	8
142	8
157	8
277	8
292	8
52	8
127	8
232	8
397	8
23	9
308	9
278	9
83	9
338	9
143	9
173	9
398	9
218	9
8	9
38	9
443	9
383	9
263	9
353	9
53	9
113	9
323	9
98	9
233	9
158	9
413	9
368	9
128	9
248	9
188	9
428	9
68	9
293	9
203	9
168	10
348	10
318	10
153	10
423	10
138	10
243	10
228	10
123	10
333	10
438	10
63	10
198	10
303	10
18	10
363	10
93	10
378	10
408	10
3	10
108	10
183	10
288	10
48	10
273	10
393	10
33	10
78	10
258	10
213	10
230	11
95	11
320	11
110	11
80	11
35	11
380	11
410	11
365	11
395	11
290	11
200	11
425	11
215	11
125	11
440	11
185	11
350	11
305	11
50	11
65	11
140	11
20	11
335	11
245	11
155	11
5	11
275	11
170	11
260	11
165	12
45	12
150	12
285	12
240	12
270	12
405	12
180	12
420	12
300	12
90	12
225	12
315	12
360	12
255	12
60	12
30	12
75	12
120	12
330	12
390	12
195	12
435	12
450	12
375	12
15	12
345	12
210	12
105	12
135	12
134	13
239	13
149	13
209	13
449	13
344	13
59	13
89	13
119	13
224	13
359	13
329	13
14	13
104	13
164	13
44	13
299	13
179	13
404	13
374	13
314	13
74	13
284	13
269	13
419	13
434	13
194	13
254	13
29	13
2	14
272	14
227	14
137	14
47	14
77	14
347	14
32	14
182	14
287	14
242	14
212	14
392	14
122	14
197	14
377	14
302	14
257	14
407	14
422	14
107	14
92	14
62	14
332	14
317	14
437	14
152	14
17	14
362	14
207	15
42	15
222	15
27	15
12	15
327	15
57	15
387	15
102	15
402	15
282	15
297	15
312	15
162	15
432	15
357	15
267	15
72	15
342	15
132	15
117	15
237	15
252	15
192	15
417	15
147	15
372	15
177	15
87	15
447	15
