VertexID	Color
51	1
4	1
247	1
189	1
121	1
205	2
191	2
232	2
250	2
200	3
48	3
217	3
180	3
152	4
28	4
201	4
108	4
90	5
36	5
245	5
223	5
99	6
105	6
118	6
246	6
56	7
219	7
236	7
34	7
49	8
97	8
211	8
224	8
171	9
210	9
156	9
206	9
170	10
140	10
65	10
29	10
88	11
163	11
12	11
179	11
244	12
117	12
220	12
225	12
50	13
45	13
233	13
17	13
104	14
18	14
175	14
42	14
110	15
72	15
119	15
192	15
186	16
151	16
158	16
182	16
188	17
143	17
243	17
102	17
39	18
6	18
1	18
231	18
5	19
74	19
76	19
162	19
94	20
178	20
59	20
157	20
83	21
187	21
183	21
226	21
67	22
125	22
101	22
198	22
84	23
144	23
115	23
154	23
27	24
78	24
174	24
91	24
202	25
11	25
103	25
228	25
215	26
57	26
96	26
26	26
130	27
15	27
46	27
10	27
168	28
124	28
207	28
23	28
69	29
126	29
33	29
120	29
44	30
35	30
234	30
113	30
87	31
237	31
63	31
194	31
75	32
148	32
40	32
2	32
230	33
181	33
221	33
111	33
204	34
8	34
149	34
218	35
238	35
167	35
150	36
161	36
86	36
196	37
70	37
159	37
114	38
71	38
135	38
3	39
98	39
248	39
142	40
41	40
137	40
184	41
129	41
128	41
249	42
47	42
227	42
19	43
22	43
133	43
9	44
21	44
54	44
177	45
66	45
122	45
209	46
139	46
55	46
193	47
153	47
155	47
169	48
95	48
173	48
13	49
68	49
80	49
81	50
30	50
222	50
60	51
82	51
213	51
208	52
24	52
134	52
131	53
14	53
172	53
58	54
136	54
239	54
112	55
61	55
123	55
7	56
195	56
100	56
64	57
160	57
216	57
138	58
141	58
32	58
166	59
176	59
146	59
197	60
31	60
190	60
106	61
92	61
132	61
37	62
52	62
164	62
25	63
89	63
212	63
199	64
16	64
38	64
147	65
79	65
165	65
127	66
53	66
240	66
93	67
185	67
73	67
62	68
77	68
203	68
85	69
116	69
107	69
235	70
20	70
241	70
229	71
242	71
214	71
145	72
43	72
109	72
