VertexID	Color
328	1
386	1
209	1
288	1
21	1
203	1
71	1
298	1
165	1
3	1
342	1
400	1
10	1
229	1
98	1
351	1
239	1
207	1
236	1
413	1
339	1
6	1
13	1
15	1
18	1
35	1
41	1
42	1
45	1
87	1
107	1
117	1
125	1
130	1
145	1
148	1
151	1
154	1
167	1
168	1
194	1
214	1
215	1
225	1
243	1
244	1
250	1
253	1
267	1
272	1
322	1
323	1
324	1
353	1
354	1
393	1
408	1
436	1
396	2
404	2
144	2
86	2
437	2
181	2
407	2
89	2
65	2
195	2
133	2
52	2
208	2
355	2
284	2
286	2
164	2
446	2
266	2
364	2
246	2
439	2
156	2
169	2
14	2
27	2
38	2
47	2
66	2
72	2
108	2
179	2
193	2
211	2
240	2
258	2
276	2
278	2
279	2
285	2
304	2
316	2
359	2
389	2
394	2
420	2
424	2
434	2
55	3
93	3
63	3
296	3
344	3
79	3
162	3
85	3
331	3
231	3
247	3
409	3
384	3
377	3
17	3
263	3
334	3
270	3
228	3
398	3
163	3
245	3
361	3
1	3
49	3
68	3
121	3
124	3
135	3
146	3
184	3
232	3
235	3
295	3
299	3
314	3
341	3
357	3
362	3
373	3
387	3
391	3
403	3
431	3
4	4
115	4
325	4
182	4
287	4
305	4
273	4
417	4
97	4
118	4
380	4
140	4
291	4
430	4
340	4
116	4
368	4
289	4
448	4
11	4
25	4
280	4
303	4
338	4
412	4
445	4
213	5
188	5
174	5
349	5
183	5
142	5
58	5
202	5
369	5
157	5
196	5
402	5
197	5
69	5
153	5
96	5
24	5
111	5
137	5
139	5
180	5
222	5
95	6
226	6
9	6
170	6
265	6
256	6
294	6
337	6
428	6
378	6
374	6
333	6
320	6
449	6
218	6
2	6
155	6
166	6
252	6
447	6
36	7
301	7
99	7
29	7
8	7
315	7
348	7
224	7
50	7
40	7
350	7
216	7
241	7
136	7
84	7
31	7
44	7
56	7
134	7
262	7
395	8
132	8
177	8
80	8
109	8
192	8
149	8
227	8
347	8
310	8
309	8
418	8
122	8
242	8
33	8
46	8
83	8
161	8
176	8
271	8
255	9
217	9
43	9
190	9
237	9
311	9
39	9
78	9
76	9
312	9
141	9
19	9
32	9
62	9
370	9
388	9
427	9
327	10
372	10
423	10
264	10
223	10
119	10
392	10
106	10
172	10
91	10
302	10
277	10
282	10
444	10
297	10
260	11
283	11
300	11
381	11
75	11
343	11
259	11
143	11
20	11
64	11
28	11
129	11
110	11
114	11
358	11
360	11
371	11
421	11
435	11
438	11
219	12
205	12
411	12
94	12
186	12
67	12
422	12
5	12
379	12
26	12
399	12
59	12
104	12
326	12
335	12
441	12
57	13
191	13
37	13
440	13
406	13
290	13
249	13
390	13
336	13
318	13
307	13
81	13
329	13
450	13
16	14
330	14
120	14
233	14
363	14
433	14
308	14
101	14
77	14
212	14
51	14
416	14
426	15
22	15
152	15
23	15
70	15
376	15
204	15
274	15
257	15
34	15
319	15
425	15
251	16
415	16
100	16
12	16
429	16
261	16
60	16
185	16
103	16
88	16
432	16
401	17
367	17
352	17
443	17
234	17
73	17
293	17
375	17
160	17
90	17
102	17
82	18
345	18
414	18
92	18
269	18
200	18
366	18
159	18
382	18
332	19
128	19
313	19
221	19
123	19
321	19
74	19
210	19
201	20
127	20
138	20
317	20
206	20
113	20
405	20
158	20
7	21
175	21
199	21
385	21
54	21
220	21
178	22
306	22
268	22
30	22
198	22
356	22
397	22
105	22
48	23
248	23
292	23
150	23
131	23
365	23
112	23
173	23
61	24
238	24
346	24
53	24
187	24
383	24
254	24
281	24
275	24
230	24
189	25
419	25
442	25
147	25
410	25
171	25
126	25
