VertexID	Color
2	1
9	2
41	2
92	2
11	3
50	3
14	4
7	4
122	4
17	5
114	5
20	6
27	7
22	7
30	7
34	7
121	7
28	8
81	8
108	8
36	9
3	9
5	9
37	10
6	10
8	10
75	10
125	10
42	11
10	11
43	12
46	13
86	13
47	14
97	14
116	14
48	15
39	15
71	15
78	15
90	15
91	15
49	16
44	16
62	16
87	16
94	16
56	17
31	17
85	17
57	18
33	18
35	18
67	18
58	19
1	19
12	19
40	19
64	20
32	20
51	20
63	20
66	21
110	21
68	22
21	22
109	22
74	23
23	23
96	23
77	24
16	24
79	25
55	25
119	25
82	26
18	26
83	27
25	27
69	27
84	28
24	28
118	28
88	29
13	29
89	30
4	30
95	30
93	31
29	31
52	31
98	32
99	33
70	33
101	34
19	34
38	34
54	34
73	34
102	35
103	36
105	37
104	37
106	38
107	39
59	39
72	39
111	40
53	40
112	41
76	41
115	42
117	43
15	43
60	43
120	44
61	44
65	44
123	45
124	46
