VertexID	Color
36	1
18	1
34	1
35	1
37	1
38	1
39	1
40	1
42	1
44	1
46	1
49	1
50	1
52	1
53	1
55	1
58	1
70	1
71	1
72	1
73	1
74	1
75	1
76	1
77	1
78	1
80	1
82	1
85	1
86	1
87	1
88	1
89	1
90	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
100	1
102	1
103	1
104	1
105	1
111	1
112	1
113	1
114	1
115	1
116	1
118	1
119	1
123	1
149	1
150	1
153	1
155	1
157	1
158	1
159	1
160	1
161	1
169	1
171	1
187	1
188	1
189	1
203	1
209	1
41	2
19	2
47	2
101	2
128	2
129	2
130	2
131	2
43	3
20	3
91	3
99	3
132	3
45	4
21	4
133	4
183	4
184	4
185	4
186	4
51	5
22	5
134	5
151	5
152	5
54	6
23	6
17	7
1	7
27	8
2	8
3	9
24	9
4	10
25	10
5	11
26	11
6	12
28	12
7	13
29	13
8	14
30	14
9	15
31	15
10	16
32	16
11	17
140	17
12	18
141	18
13	19
142	19
14	20
143	20
15	21
62	21
63	21
64	21
65	21
66	21
144	21
16	22
59	23
61	23
67	23
106	23
107	23
109	23
110	23
135	23
154	23
156	23
210	23
60	24
125	24
68	24
108	24
117	24
136	24
211	24
48	25
193	25
57	25
69	25
137	25
166	25
208	25
33	26
191	26
206	26
172	26
79	26
138	26
167	26
168	26
170	26
205	26
120	27
162	27
190	27
56	27
175	27
81	27
122	27
124	27
126	27
127	27
139	27
145	27
146	27
147	27
148	27
164	27
165	27
173	27
181	27
182	27
201	27
202	27
121	28
163	28
192	28
200	28
207	28
177	28
83	28
174	28
176	28
180	28
196	29
198	29
204	29
179	29
84	29
178	29
194	29
195	29
197	30
199	30
